# mirror design exported by jaxmirror
# angle of incidence: 45 deg
# phase convention sign: +1
# incident medium: Air (n=1)
# layer 1: main/Si/Franta-20C, thickness 100000 nm
# substrate: main/Si/Franta-20C
# tabulated-data smoothing: sigma = 0.5 nm
# columns: wavelength_nm, R_s, R_p, phase_s_rad, phase_p_rad, GDD_s_fs2, GDD_p_fs2
1.053350000000000080e+02,7.516333885081937227e-01,5.649527507203093712e-01,-2.159497614435599733e+00,-4.318995228871201242e+00,3.600287011842593938e-04,7.200573982094304578e-04
1.059299999999999926e+02,7.515867662065520705e-01,5.648826671368227803e-01,-2.167029448932234370e+00,-4.334058897864469628e+00,-6.999721492118926103e-04,-1.399944296626876028e-03
1.065250000000000057e+02,7.515317943211380358e-01,5.648000378755495543e-01,-2.174484264375990517e+00,-4.348968528751981921e+00,-2.063579003373741672e-03,-4.127158007486123395e-03
1.071199999999999903e+02,7.514428113703388590e-01,5.646662987601592798e-01,-2.181876283716245535e+00,-4.363752567432491958e+00,-3.474466211966792915e-03,-6.948932418391316930e-03
1.077150000000000034e+02,7.512944794300442375e-01,5.644433948220615171e-01,-2.189219601973170892e+00,-4.378439203946342673e+00,-4.931725086630041333e-03,-9.863450159116819715e-03
1.083100000000000023e+02,7.510629563034587619e-01,5.640955643312919321e-01,-2.196528003657521211e+00,-4.393056007315044198e+00,-6.434938193652559556e-03,-1.286987639708173960e-02
1.089050000000000011e+02,7.507259036785399742e-01,5.635893824539602859e-01,-2.203814960465066086e+00,-4.407629920930133061e+00,-7.984140182705200608e-03,-1.596828035765169088e-02
1.095000000000000142e+02,7.502625086692384926e-01,5.628938319146589153e-01,-2.211093633707802208e+00,-4.422187267415605305e+00,-9.579772159868349748e-03,-1.915954430473033182e-02
1.100950000000000131e+02,7.496535169612124072e-01,5.619803954923147105e-01,-2.218376880549282948e+00,-4.436753761098566784e+00,-1.122262869343809873e-02,-2.244525736163380247e-02
1.106899999999999977e+02,7.488812757158851419e-01,5.608231651178513522e-01,-2.225677263147658458e+00,-4.451354526295316916e+00,-1.291379556785665107e-02,-2.582759116071091723e-02
1.112850000000000108e+02,7.479297843283253533e-01,5.593989622854157462e-01,-2.233007059835315999e+00,-4.466014119670632887e+00,-1.465457714979927391e-02,-2.930915432634894138e-02
1.118799999999999955e+02,7.467854583092725651e-01,5.576885207421899970e-01,-2.240375790111873044e+00,-4.480751580223746977e+00,-1.101404442986582410e-02,-2.202808876756326417e-02
1.124750000000000085e+02,7.454471659801951144e-01,5.556914772679050207e-01,-2.247753637526192616e+00,-4.495507275052386120e+00,-3.495521866992148778e-03,-6.991043671107909432e-03
1.130699999999999932e+02,7.439218668858338379e-01,5.534197440309048810e-01,-2.255081270673429561e+00,-4.510162541346860898e+00,4.045667884092585785e-03,8.091335706438900280e-03
1.136650000000000063e+02,7.422149568001243924e-01,5.508830420978102493e-01,-2.262301400125004580e+00,-4.524602800250010048e+00,1.160410422260279781e-02,2.320820850286905990e-02
1.142600000000000193e+02,7.403299084998141710e-01,5.480883734193430223e-01,-2.269359596565642789e+00,-4.538719193131287355e+00,1.918204913875077439e-02,3.836409831851664287e-02
